Designator,Mid X,Mid Y,Rotation,Layer
D1,23.653797,-59.00021,270.0,top
J1,24.233186,-36.077,0.0,bottom
Q1,74.818186,-59.0,90.0,top
R1,26.483186,-38.5,90.0,top
R2,22.233186,-38.5,90.0,top
